offense_type_id,year,state,num_arrests,total_arrests_that_year,perc_tot_arrests
47,2006,AZ,9,1584,0.005681818
56,2009,CT,253,44723,0.005657044
40,2018,AZ,41,7249,0.005655953
34,2013,CO,477,84486,0.005645906
46,2012,CT,215,38194,0.005629156
44,1992,AL,15,2671,0.005615874
36,2010,CO,425,75757,0.005610043
34,2011,CO,435,77660,0.005601339
56,2010,CT,243,43523,0.005583255
29,2006,CO,425,76121,0.005583216
47,2010,AZ,29,5196,0.005581216
14,2010,AZ,29,5196,0.005581216
40,2010,AZ,29,5196,0.005581216
46,2013,CT,205,36809,0.00556929
34,2012,CO,481,86528,0.005558894
41,2009,AL,8,1441,0.0055517
46,2008,AR,266,47926,0.005550223
56,2000,CT,81,14625,0.005538462
11,2013,AL,8,1445,0.005536332
30,2009,AR,312,56428,0.00552917
34,2018,MA,296,53546,0.005527957
21,1994,CO,3,543,0.005524862
28,1994,CO,3,543,0.005524862
52,1994,CO,3,543,0.005524862
53,1994,CO,3,543,0.005524862
36,1994,CO,3,543,0.005524862
56,2011,CO,429,77660,0.005524079
47,2014,AL,7,1270,0.005511811
36,2002,MA,219,39767,0.005507079
52,2005,AZ,11,1998,0.005505506
28,2016,CO,538,97769,0.005502767
2,2009,CT,246,44723,0.005500525
30,2001,CO,223,40565,0.00549735
56,2018,CT,212,38589,0.005493794
28,2000,CT,80,14625,0.005470085
34,2005,CO,431,78835,0.005467115
30,1999,CO,243,44458,0.005465833
56,2011,CT,224,41180,0.005439534
47,2017,AZ,41,7554,0.005427588
56,2008,CO,426,78504,0.005426475
30,2010,AR,298,54934,0.005424691
53,2001,CT,126,23358,0.005394297
29,2006,CT,158,29297,0.005393044
28,2017,CO,528,98112,0.005381605
28,2013,CT,197,36809,0.005351952
56,2013,CO,452,84486,0.005349999
29,2001,CO,217,40565,0.005349439
2,2009,AR,301,56428,0.005334231
46,2000,CT,78,14625,0.005333333
22,2004,AR,158,29703,0.005319328
56,2007,AZ,10,1880,0.005319149
2,2003,MA,217,40857,0.005311207
56,2002,CT,127,23946,0.0053036
36,2002,CO,211,39918,0.005285836
30,2015,CO,503,95529,0.005265417
2,2000,CT,77,14625,0.005264957
28,2007,CT,184,35110,0.005240672
29,2005,CO,413,78835,0.00523879
52,2014,CO,482,92163,0.005229864
56,2015,CT,182,34965,0.005205205
40,2016,AZ,34,6557,0.005185298
47,2015,AR,298,57544,0.005178646
46,2015,CT,181,34965,0.005176605
30,2006,CO,393,76121,0.005162833
2,2015,AR,297,57544,0.005161268
36,2008,CO,405,78504,0.005158973
2,2012,AR,291,56411,0.005158568
2,2015,CT,180,34965,0.005148005
56,2009,CO,400,77723,0.005146482
56,2001,CT,120,23358,0.005137426
47,2013,AZ,36,7017,0.005130398
37,2013,AZ,36,7017,0.005130398
15,2002,AR,10,1950,0.005128205
6,2015,CO,489,95529,0.005118864
7,2003,CT,143,27941,0.005117927
2,2017,AR,310,60711,0.005106159
11,2010,AL,7,1371,0.005105762
45,2010,AL,7,1371,0.005105762
7,2003,CO,236,46225,0.005105462
53,2018,AZ,37,7249,0.005104152
56,2007,CT,179,35110,0.005098263
2,2016,CT,198,38905,0.00508932
14,2014,AZ,37,7281,0.00508172
36,2009,CO,393,77723,0.005056418
47,2008,AZ,10,1978,0.005055612
56,2008,AZ,10,1978,0.005055612
6,2017,CO,496,98112,0.005055447
29,2006,AZ,8,1584,0.005050505
36,1991,AL,20,3962,0.005047956
27,2007,AL,6,1190,0.005042017
56,2008,CT,236,46817,0.005040904
35,2006,MA,304,60545,0.005021059
53,2003,CO,232,46225,0.005018929
7,2005,AZ,10,1998,0.005005005
10,2004,CO,269,53749,0.005004744
34,2006,MA,303,60545,0.005004542
56,2005,CT,164,32783,0.005002593
6,2004,AZ,6,1202,0.004991681
47,2008,AL,6,1203,0.004987531
56,2017,CT,199,39975,0.004978111
2,2018,AR,329,66118,0.004975952
46,2003,CT,139,27941,0.004974768
6,2018,CO,483,97234,0.004967398
6,2014,CO,457,92163,0.004958606
36,2011,CO,385,77660,0.004957507
34,2017,MA,284,57296,0.004956716
11,2012,AL,6,1214,0.004942339
2,2010,CT,215,43523,0.004939917
56,2012,CO,427,86528,0.004934819
46,2018,CT,190,38589,0.004923683
63,2017,CO,483,98112,0.004922945
36,2006,CO,374,76121,0.00491323
30,2004,CO,264,53749,0.004911719
46,2007,CT,172,35110,0.004898889
56,2003,MA,200,40857,0.004895122
30,2001,AR,12,2452,0.004893964
46,2014,AR,254,51925,0.004891671
48,2015,AZ,33,6755,0.00488527
52,2016,AZ,32,6557,0.004880281
52,2006,MA,295,60545,0.004872409
7,1999,CT,31,6363,0.004871916
45,2009,AL,7,1441,0.004857738
47,2009,AL,7,1441,0.004857738
52,2007,MA,323,66532,0.004854807
46,2015,AR,279,57544,0.004848464
46,2006,CT,142,29297,0.004846913
46,2013,AZ,34,7017,0.004845376
41,2013,AL,7,1445,0.004844291
36,1998,CO,247,51040,0.004839342
34,2011,MA,338,69868,0.004837694
52,2018,AZ,35,7249,0.004828252
46,2010,AR,265,54934,0.004823971
21,2010,AZ,25,5196,0.004811393
7,2002,CO,192,39918,0.00480986
50,1991,AL,19,3962,0.004795558
3,2007,AZ,9,1880,0.004787234
46,2009,CT,214,44723,0.00478501
6,2012,CO,413,86528,0.004773021
29,2007,CT,167,35110,0.00475648
2,2011,AR,259,54591,0.004744372
52,2008,MA,362,76365,0.004740392
46,2016,AR,290,61211,0.004737711
46,2015,AZ,32,6755,0.004737232
52,2016,CO,463,97769,0.004735652
34,2016,MA,287,60669,0.004730587
36,2007,CO,349,73811,0.004728293
56,2018,CO,459,97234,0.004720571
40,1997,CO,227,48132,0.004716197
36,2001,CO,191,40565,0.004708493
46,2011,AZ,24,5101,0.00470496
56,2011,AZ,24,5101,0.00470496
14,2011,AZ,24,5101,0.00470496
10,2018,AZ,34,7249,0.004690302
36,1998,CT,4,856,0.004672897
46,2014,AZ,34,7281,0.004669688
36,2000,CO,219,46930,0.004666525
46,2016,CT,181,38905,0.004652358
36,2003,MA,190,40857,0.004650366
36,2003,CO,214,46225,0.004629529
36,2006,AR,169,36576,0.004620516
36,2010,MA,329,71228,0.00461897
52,2015,CO,441,95529,0.004616399
28,2002,AR,9,1950,0.004615385
36,2005,AR,162,35143,0.004609737
45,2016,AL,4,870,0.004597701
47,2016,AL,4,870,0.004597701
36,2009,AR,259,56428,0.00458992
30,2017,CO,449,98112,0.004576402
41,2008,AR,218,47926,0.004548679
34,2012,MA,318,70084,0.004537412
46,2017,CT,181,39975,0.00452783
36,2004,CO,243,53749,0.004521014
46,2009,AR,255,56428,0.004519033
30,2016,AR,276,61211,0.004508993
56,2006,CT,132,29297,0.004505581
2,2005,AZ,9,1998,0.004504505
36,1992,AL,12,2671,0.004492699
29,2011,CT,185,41180,0.004492472
10,2005,CO,354,78835,0.004490391
14,2001,AR,11,2452,0.004486134
36,2004,AR,133,29703,0.004477662
7,2000,CO,210,46930,0.00447475
29,2000,CO,210,46930,0.00447475
56,2003,CT,125,27941,0.004473712
7,2005,CT,146,32783,0.004453528
2,2014,CT,159,35703,0.004453407
28,2015,CO,425,95529,0.004448911
2,2014,AR,231,51925,0.004448724
46,2008,CT,208,46817,0.004442831
47,2015,AZ,30,6755,0.004441155
6,2013,CO,375,84486,0.004438605
29,2003,CT,124,27941,0.004437923
2,2018,CT,171,38589,0.004431315
46,2017,AR,269,60711,0.004430828
30,2016,CO,433,97769,0.004428807
40,2006,AZ,7,1584,0.004419192
6,2016,CO,431,97769,0.00440835
27,2006,AL,6,1362,0.004405286
22,2008,AR,211,47926,0.004402621
56,2016,CT,171,38905,0.004395322
7,2004,CT,149,34008,0.004381322
5,2010,AL,6,1371,0.004376368
14,2010,AL,6,1371,0.004376368
7,2001,CO,177,40565,0.004363367
22,2007,AR,173,39741,0.004353187
56,2017,CO,427,98112,0.004352169
34,2013,MA,299,69368,0.004310345
30,2000,CT,63,14625,0.004307692
28,2016,CT,167,38905,0.004292507
46,2014,CT,153,35703,0.004285354
36,1997,CO,206,48132,0.004279897
36,2008,AR,205,47926,0.004277428
56,2018,AZ,31,7249,0.004276452
56,2013,AZ,30,7017,0.004275331
46,2007,AZ,8,1880,0.004255319
47,2015,AL,6,1413,0.004246285
29,1999,CT,27,6363,0.004243281
56,1999,CT,27,6363,0.004243281
34,2003,CO,196,46225,0.00424013
14,2000,CT,62,14625,0.004239316
30,2010,CO,321,75757,0.004237232
30,2012,AR,239,56411,0.004236762
48,2004,MA,213,50284,0.00423594
56,2014,CT,151,35703,0.004229336
34,2005,CT,138,32783,0.004209499
52,2012,MA,295,70084,0.004209235
36,1999,CO,187,44458,0.004206217
47,2007,AL,5,1190,0.004201681
34,2009,MA,295,70221,0.004201022
36,2012,CO,363,86528,0.004195174
34,2015,MA,253,60395,0.004189089
36,2010,AR,230,54934,0.004186842
7,1999,CO,186,44458,0.004183724
28,2014,CT,149,35703,0.004173319
36,2018,CO,405,97234,0.00416521
41,2008,CT,195,46817,0.004165154
34,2008,MA,318,76365,0.004164211
29,2012,CT,159,38194,0.004162958
7,2004,AZ,5,1202,0.004159734
14,2004,AZ,5,1202,0.004159734
20,2004,AZ,5,1202,0.004159734
20,2002,CO,166,39918,0.004158525
7,2008,AL,5,1203,0.004156276
7,1997,CO,200,48132,0.00415524
36,2005,MA,240,57784,0.004153399
5,2013,AL,6,1445,0.004152249
46,2012,AR,234,56411,0.004148127
56,2015,AZ,28,6755,0.004145078
6,2010,CO,314,75757,0.004144832
41,2017,AL,4,967,0.004136505
14,2017,AL,4,967,0.004136505
5,2017,AL,4,967,0.004136505
6,2007,CT,145,35110,0.004129878
7,2005,CO,325,78835,0.004122534
41,1992,CO,8,1941,0.004121587
48,2011,AZ,21,5101,0.00411684
46,2013,AR,218,53050,0.004109331
42,2002,AR,8,1950,0.004102564
46,2018,AR,271,66118,0.004098733
41,2005,AR,144,35143,0.004097544
36,2004,MA,206,50284,0.004096731
6,2006,CT,120,29297,0.004095983
36,2013,CO,345,84486,0.004083517
56,2001,AR,10,2452,0.004078303
45,2011,AL,5,1227,0.00407498
29,2008,CT,190,46817,0.004058355
56,2013,CT,149,36809,0.004047923
10,2003,CT,113,27941,0.004044236
14,2009,AZ,19,4707,0.004036541
46,2009,AZ,19,4707,0.004036541
56,2000,AR,2,496,0.004032258
41,2000,AR,2,496,0.004032258
14,2000,AR,2,496,0.004032258
2,2017,CT,161,39975,0.004027517
6,2009,CO,313,77723,0.004027122
41,2007,AR,160,39741,0.004026069
41,2006,AR,147,36576,0.004019029
46,2012,AZ,19,4742,0.004006748
41,2010,AR,220,54934,0.004004806
2,2002,MA,159,39767,0.00399829
36,2018,MA,214,53546,0.003996564
36,2013,AR,212,53050,0.00399623
29,2013,CT,147,36809,0.003993589
11,2017,AZ,30,7554,0.003971406
56,2014,CO,366,92163,0.003971225
46,2011,AR,216,54591,0.003956696
52,2011,MA,276,69868,0.003950306
6,2008,CO,310,78504,0.003948843
36,2005,CO,311,78835,0.003944948
36,2003,AR,59,14975,0.0039399
5,2014,AL,5,1270,0.003937008
37,2014,AL,5,1270,0.003937008
46,1993,CO,6,1534,0.003911343
6,2005,CO,308,78835,0.003906894
52,2010,MA,278,71228,0.00390296
41,2017,CT,156,39975,0.003902439
2,2013,AR,207,53050,0.003901979
52,2003,CT,109,27941,0.003901077
41,2014,CT,139,35703,0.00389323
29,2010,CT,169,43523,0.003883004
52,2009,MA,272,70221,0.003873485
20,2003,AR,58,14975,0.003873122
22,2003,AR,58,14975,0.003873122
30,2014,AR,201,51925,0.003870968
28,2015,CT,135,34965,0.003861004
52,2005,MA,223,57784,0.0038592
8,2007,CT,135,35110,0.003845058
56,2016,CO,375,97769,0.003835572
37,2015,CT,134,34965,0.003832404
36,2007,AR,152,39741,0.003824765
34,2005,MA,221,57784,0.003824588
6,2006,CO,291,76121,0.003822861
41,2016,MA,231,60669,0.003807546
22,2006,AR,139,36576,0.003800306
36,2008,MA,290,76365,0.003797551
41,2012,AZ,18,4742,0.003795867
20,2000,CO,178,46930,0.003792883
36,2015,CO,362,95529,0.003789425
41,2006,CT,111,29297,0.003788784
36,2009,MA,266,70221,0.003788041
36,2017,CO,369,98112,0.003761008
34,2007,MA,250,66532,0.00375759
29,2009,CT,168,44723,0.003756456
11,1992,AL,10,2671,0.003743916
20,2007,CO,276,73811,0.00373928
36,2014,AR,194,51925,0.003736158
56,2017,MA,214,57296,0.00373499
36,2006,MA,226,60545,0.003732761
36,2014,CO,344,92163,0.003732517
41,2016,CT,145,38905,0.003727027
36,2007,AZ,7,1880,0.003723404
7,2006,CT,109,29297,0.003720517
36,2015,AR,214,57544,0.003718893
52,2017,CO,364,98112,0.003710046
52,2017,AZ,28,7554,0.003706645
37,2015,AZ,25,6755,0.003700962
41,2000,MA,120,32548,0.003686862
56,1994,CO,2,543,0.003683241
37,1994,CO,2,543,0.003683241
46,1994,CO,2,543,0.003683241
30,2008,CT,172,46817,0.003673879
41,2001,AR,9,2452,0.003670473
24,2001,AR,9,2452,0.003670473
30,2018,CO,356,97234,0.003661271
37,2010,AZ,19,5196,0.003656659
56,2015,CO,349,95529,0.003653341
41,2009,AR,206,56428,0.00365067
56,2018,MA,195,53546,0.003641729
36,2011,MA,254,69868,0.003635427
41,2015,CT,127,34965,0.003632204
10,2007,AR,144,39741,0.003623462
37,2007,CT,127,35110,0.003617203
30,1999,CT,23,6363,0.003614647
41,2013,CT,133,36809,0.003613247
20,2003,CO,167,46225,0.003612764
47,2009,AZ,17,4707,0.003611642
7,1998,CO,184,51040,0.003605016
41,2001,CO,146,40565,0.003599162
46,2002,AR,7,1950,0.003589744
41,2002,AR,7,1950,0.003589744
42,2018,AZ,26,7249,0.003586702
34,2006,CT,105,29297,0.003583985
6,2011,CO,276,77660,0.003553953
53,2015,AZ,24,6755,0.003552924
36,2007,MA,236,66532,0.003547165
36,2012,AR,200,56411,0.003545408
30,2003,CT,99,27941,0.00354318
36,2017,MA,203,57296,0.003543005
29,2003,AR,53,14975,0.003539232
56,2003,AR,53,14975,0.003539232
29,2006,AR,129,36576,0.003526903
28,2014,CO,324,92163,0.003515511
36,2016,MA,213,60669,0.003510854
56,1998,CT,3,856,0.003504673
20,1998,CT,3,856,0.003504673
41,1998,CT,3,856,0.003504673
6,2005,AZ,7,1998,0.003503504
6,2007,CO,258,73811,0.003495414
6,2008,CT,163,46817,0.003481641
34,2008,CT,163,46817,0.003481641
14,2003,AR,52,14975,0.003472454
37,2009,CT,155,44723,0.003465778
36,2011,AR,189,54591,0.003462109
22,2011,AR,189,54591,0.003462109
47,2013,AL,5,1445,0.003460208
46,1999,CT,22,6363,0.003457489
41,2012,CT,132,38194,0.00345604
5,2016,AL,3,870,0.003448276
41,2010,CT,150,43523,0.003446454
20,2014,AZ,25,7281,0.003433594
37,2012,CT,131,38194,0.003429858
30,2002,CT,82,23946,0.003424372
30,2016,CT,133,38905,0.003418584
41,2007,CT,120,35110,0.00341783
37,2014,CT,122,35703,0.00341708
37,2006,CT,100,29297,0.003413319
34,2010,MA,243,71228,0.00341158
48,2009,AZ,16,4707,0.003399193
41,2002,MA,135,39767,0.003394775
10,2006,AR,124,36576,0.003390201
20,1997,CO,163,48132,0.00338652
56,2008,MA,258,76365,0.003378511
15,2003,MA,138,40857,0.003377634
50,2017,CT,135,39975,0.003377111
21,2007,AL,4,1190,0.003361345
36,2016,AR,205,61211,0.003349071
36,2013,MA,232,69368,0.003344482
8,2003,AR,50,14975,0.003338898
30,2015,AR,192,57544,0.003336577
40,2004,AZ,4,1202,0.003327787
29,2004,AZ,4,1202,0.003327787
36,2016,CO,325,97769,0.003324162
10,2008,AR,159,47926,0.003317615
41,2004,CO,178,53749,0.00331169
7,2004,CO,178,53749,0.00331169
20,2001,CO,134,40565,0.00330334
10,2004,AR,98,29703,0.00329933
56,2014,AZ,24,7281,0.003296251
2,2012,AL,4,1214,0.003294893
5,2012,AL,4,1214,0.003294893
20,1998,CO,168,51040,0.003291536
36,2015,CT,115,34965,0.003289003
20,2000,CT,48,14625,0.003282051
22,2010,AR,180,54934,0.003276659
56,2010,AZ,17,5196,0.003271747
37,2008,CT,153,46817,0.003268044
41,2004,AR,97,29703,0.003265663
41,2005,CT,107,32783,0.003263887
25,2001,AR,8,2452,0.003262643
56,2004,MA,164,50284,0.003261475
30,2013,AR,173,53050,0.003261074
30,2015,CT,114,34965,0.003260403
37,2013,CT,120,36809,0.003260072
2,2011,AL,4,1227,0.003259984
11,2011,AL,4,1227,0.003259984
21,2011,AL,4,1227,0.003259984
27,2011,AL,4,1227,0.003259984
48,1993,CO,5,1534,0.003259452
41,2002,CO,130,39918,0.003256676
41,2014,AR,169,51925,0.003254694
41,2001,MA,125,38446,0.003251314
29,2015,AR,187,57544,0.003249687
50,2014,CT,116,35703,0.003249027
36,2017,AR,197,60711,0.003244881
10,2005,AR,114,35143,0.003243889
10,2009,CT,145,44723,0.00324218
20,2005,CT,106,32783,0.003233383
22,2009,AR,182,56428,0.003225349
34,2003,CT,90,27941,0.003221073
6,2004,CO,173,53749,0.003218665
41,2002,CT,77,23946,0.003215568
34,2014,MA,210,65425,0.003209782
52,2007,AZ,6,1880,0.003191489
3,2009,AZ,15,4707,0.003186743
36,2015,MA,192,60395,0.003179071
10,2004,CT,108,34008,0.003175723
36,2004,CT,108,34008,0.003175723
47,2012,AZ,15,4742,0.003163222
33,2007,CT,111,35110,0.003161492
22,2005,AR,111,35143,0.003158524
41,2013,AR,167,53050,0.003147974
41,2018,CT,121,38589,0.003135609
30,2011,AR,171,54591,0.003132384
52,2013,MA,217,69368,0.003128244
7,2006,CO,238,76121,0.003126601
29,1999,CO,139,44458,0.003126546
29,2018,AR,206,66118,0.003115642
37,2016,CT,121,38905,0.00311014
45,2017,AL,3,967,0.003102378
30,2007,AR,123,39741,0.00309504
46,1992,CO,6,1941,0.00309119
37,2018,CT,119,38589,0.00308378
10,2002,AR,6,1950,0.003076923
41,2009,CT,137,44723,0.003063301
29,2014,AR,159,51925,0.003062109
10,2018,CT,118,38589,0.003057866
29,1998,CO,156,51040,0.003056426
42,2016,AZ,20,6557,0.003050175
36,2002,CT,73,23946,0.003048526
46,2008,AZ,6,1978,0.003033367
41,2009,MA,213,70221,0.003033281
35,1991,AL,12,3962,0.003028773
41,1991,AL,12,3962,0.003028773
48,2014,AZ,22,7281,0.003021563
47,2014,AZ,22,7281,0.003021563
29,2013,AR,159,53050,0.002997172
34,2014,CT,107,35703,0.002996947
36,2001,CT,70,23358,0.002996832
52,2014,MA,196,65425,0.002995797
36,2014,MA,196,65425,0.002995797
41,2013,AZ,21,7017,0.002992732
48,2013,AZ,21,7017,0.002992732
36,2018,CT,115,38589,0.002980124
41,2011,AR,162,54591,0.002967522
36,2005,CT,97,32783,0.002958851
41,2001,CT,69,23358,0.00295402
56,2015,MA,178,60395,0.002947264
41,2011,AZ,15,5101,0.0029406
36,2000,CT,43,14625,0.002940171
7,2011,CT,121,41180,0.00293832
41,2003,AR,44,14975,0.00293823
20,2017,CO,288,98112,0.002935421
41,2003,CT,82,27941,0.002934755
56,2010,MA,209,71228,0.002934239
36,2013,CT,108,36809,0.002934065
41,2007,MA,195,66532,0.00293092
47,2010,AL,4,1371,0.002917578
21,2010,AL,4,1371,0.002917578
41,2017,MA,167,57296,0.002914689
30,2012,CO,252,86528,0.002912352
56,2012,MA,204,70084,0.002910793
20,1999,CO,129,44458,0.002901615
34,2016,AZ,19,6557,0.002897667
62,2018,CO,281,97234,0.002889936
30,2011,CT,119,41180,0.002889752
41,2003,MA,118,40857,0.002888122
20,2001,MA,111,38446,0.002887166
56,2016,MA,175,60669,0.002884504
37,2014,AZ,21,7281,0.002884219
53,2017,AR,175,60711,0.002882509
29,2016,AR,176,61211,0.0028753
10,2010,CT,125,43523,0.002872045
10,2014,AR,149,51925,0.002869523
52,2006,CT,84,29297,0.002867188
29,2011,AR,156,54591,0.002857614
52,2001,AR,7,2452,0.002854812
10,2012,AR,161,56411,0.002854053
36,2012,CT,109,38194,0.002853851
29,2017,MA,163,57296,0.002844876
29,2007,AR,113,39741,0.002843411
36,2012,MA,199,70084,0.00283945
52,2018,CO,276,97234,0.002838513
56,2009,MA,199,70221,0.00283391
30,2017,AR,172,60711,0.002833094
29,2017,AR,172,60711,0.002833094
20,2011,CO,220,77660,0.002832861
7,2015,CT,99,34965,0.002831403
2,2015,AL,4,1413,0.002830856
41,2015,AL,4,1413,0.002830856
36,1999,CT,18,6363,0.002828854
10,2015,AZ,19,6755,0.002812731
20,2012,CO,243,86528,0.002808339
37,2005,CT,92,32783,0.002806333
29,1997,CO,135,48132,0.002804787
56,2005,MA,162,57784,0.002803544
50,2015,CT,98,34965,0.002802803
10,2015,CT,98,34965,0.002802803
41,2013,MA,194,69368,0.002796679
29,2008,AR,134,47926,0.002795977
7,2007,CT,98,35110,0.002791228
7,2008,CO,219,78504,0.002789667
56,2017,AZ,21,7554,0.002779984
56,2011,MA,194,69868,0.002776665
53,2018,AR,183,66118,0.002767779
10,2011,AR,151,54591,0.002766024
8,2018,AZ,20,7249,0.002759001
36,2010,CT,120,43523,0.002757163
20,2004,CO,148,53749,0.00275354
37,2017,CT,110,39975,0.00275172
10,2016,CT,107,38905,0.002750289
6,2012,CT,105,38194,0.002749123
29,2010,AR,151,54934,0.002748753
13,2018,CT,106,38589,0.002746897
30,2013,CO,232,84486,0.002746017
30,2014,CT,98,35703,0.002744867
41,2016,AR,168,61211,0.002744605
56,2002,MA,109,39767,0.002740966
41,2014,MA,179,65425,0.002735957
30,2004,CT,93,34008,0.002734651
36,2006,CT,80,29297,0.002730655
29,2012,AR,154,56411,0.002729964
30,2011,CO,212,77660,0.002729848
41,2009,CO,212,77723,0.002727635
56,2004,AR,81,29703,0.002726997
6,2003,CT,76,27941,0.002720017
10,2005,CT,88,32783,0.002684318
56,2014,MA,175,65425,0.002674818
2,1999,CT,17,6363,0.002671696
36,2008,CT,125,46817,0.00266997
20,2006,CO,203,76121,0.002666807
41,2010,CO,202,75757,0.00266642
36,2018,AR,176,66118,0.002661907
32,2007,AZ,5,1880,0.002659574
10,2013,AR,141,53050,0.00265787
20,2001,CT,62,23358,0.002654337
20,2010,CO,201,75757,0.00265322
17,2007,CT,93,35110,0.002648818
22,2012,AR,149,56411,0.002641329
37,2008,CO,207,78504,0.002636808
20,2008,CO,207,78504,0.002636808
56,2007,MA,175,66532,0.002630313
7,2007,CO,194,73811,0.002628335
20,2009,CO,204,77723,0.002624706
36,2011,CT,108,41180,0.002622632
37,2011,CT,108,41180,0.002622632
47,2018,AZ,19,7249,0.002621051
28,1992,AL,7,2671,0.002620741
56,2005,AR,92,35143,0.002617876
34,2018,CT,101,38589,0.002617326
41,2004,CT,89,34008,0.002617031
15,2001,CT,61,23358,0.002611525
29,1993,CO,4,1534,0.002607562
30,1993,CO,4,1534,0.002607562
36,1993,CO,4,1534,0.002607562
41,2015,AR,150,57544,0.002606701
41,2012,AR,147,56411,0.002605875
7,2017,CT,104,39975,0.002601626
20,2007,MA,173,66532,0.002600253
10,2003,CO,120,46225,0.002595998
37,2016,AZ,17,6557,0.002592649
37,2007,CO,191,73811,0.00258769
36,2003,CT,72,27941,0.002576858
36,2014,CT,92,35703,0.002576814
36,1992,CO,5,1941,0.002575992
43,1992,CO,5,1941,0.002575992
56,2001,MA,99,38446,0.00257504
41,2003,CO,119,46225,0.002574365
41,2011,CT,106,41180,0.002574065
37,2010,CT,112,43523,0.002573352
41,2017,AR,156,60711,0.002569551
20,2002,MA,102,39767,0.002564941
47,2002,AR,5,1950,0.002564103
7,2002,AR,5,1950,0.002564103
56,2006,MA,155,60545,0.002560079
20,2006,CT,75,29297,0.002559989
52,2004,AR,76,29703,0.002558664
20,2004,CT,87,34008,0.002558222
41,2000,CO,120,46930,0.002557
37,2009,AZ,12,4707,0.002549395
30,2018,CT,98,38589,0.002539584
6,2018,CT,98,38589,0.002539584
7,2018,CT,98,38589,0.002539584
30,2014,CO,234,92163,0.00253898
3,2012,AZ,12,4742,0.002530578
41,2006,MA,153,60545,0.002527046
36,2017,CT,101,39975,0.002526579
41,2006,AZ,4,1584,0.002525253
36,2006,AZ,4,1584,0.002525253
11,1991,AL,10,3962,0.002523978
41,2006,CO,192,76121,0.0025223
56,2000,MA,82,32548,0.002519356
20,2005,CO,198,78835,0.002511575
6,2003,CO,116,46225,0.002509465
34,2002,CT,60,23946,0.002505638
41,2011,MA,175,69868,0.002504723
29,2005,AR,88,35143,0.002504055
47,2005,AZ,5,1998,0.002502503
3,2010,AZ,13,5196,0.002501925
6,2017,CT,100,39975,0.002501563
8,2011,CT,103,41180,0.002501214
41,2008,MA,191,76365,0.002501146
6,2013,CT,92,36809,0.002499389
7,2008,CT,117,46817,0.002499092
3,2004,AZ,3,1202,0.00249584
46,2004,AZ,3,1202,0.00249584
47,2004,AZ,3,1202,0.00249584
32,2008,AL,3,1203,0.002493766
41,2018,AZ,18,7249,0.002483101
6,2010,CT,108,43523,0.002481447
3,2009,MA,174,70221,0.002477891
20,2016,CO,242,97769,0.002475222
46,2012,AL,3,1214,0.00247117
56,2012,AL,3,1214,0.00247117
52,2004,CT,84,34008,0.002470007
41,2012,MA,173,70084,0.002468466
34,2016,CT,96,38905,0.002467549
6,2014,CT,88,35703,0.002464779
20,2014,CO,227,92163,0.002463027
34,2012,CT,94,38194,0.00246112
8,2006,CT,72,29297,0.00245759
10,2017,CT,98,39975,0.002451532
53,2016,AR,150,61211,0.00245054
32,2016,AR,150,61211,0.00245054
28,2001,AR,6,2452,0.002446982
22,2014,AR,127,51925,0.002445835
8,2011,AL,3,1227,0.002444988
52,2005,CT,80,32783,0.002440289
56,2013,MA,169,69368,0.002436282
10,2012,CT,93,38194,0.002434937
41,2015,MA,147,60395,0.002433976
32,2015,AR,140,57544,0.002432921
36,2007,CT,85,35110,0.002420963
10,2003,AR,36,14975,0.002404007
6,2015,CT,84,34965,0.002402402
13,2017,CT,96,39975,0.002401501
10,2013,CT,88,36809,0.00239072
36,2016,CT,93,38905,0.002390438
32,2017,AR,145,60711,0.002388365
41,2010,MA,170,71228,0.002386702
56,2010,AR,130,54934,0.002366476
41,2014,AL,3,1270,0.002362205
41,1999,CO,105,44458,0.00236178
6,2011,CT,97,41180,0.002355512
41,2018,MA,126,53546,0.002353117
56,2006,AR,86,36576,0.002351269
6,2005,CT,77,32783,0.002348778
10,2015,AR,135,57544,0.002346031
41,2018,AR,155,66118,0.002344294
52,2003,AR,35,14975,0.002337229
29,1998,CT,2,856,0.002336449
4,1998,CT,2,856,0.002336449
30,2007,CT,82,35110,0.002335517
30,2005,AR,82,35143,0.002333324
41,2008,CO,183,78504,0.002331091
41,2004,MA,117,50284,0.002326784
7,2009,CT,104,44723,0.002325425
20,2018,CO,225,97234,0.002314005
8,2010,AZ,12,5196,0.002309469
37,2016,MA,140,60669,0.002307604
3,2004,MA,116,50284,0.002306897
37,2008,MA,176,76365,0.002304721
2,2000,MA,75,32548,0.002304289
36,2009,CT,103,44723,0.002303066
32,2016,AL,2,870,0.002298851
2,2016,AL,2,870,0.002298851
37,2002,CT,55,23946,0.002296835
20,2013,CO,194,84486,0.002296238
37,2004,CT,78,34008,0.002293578
53,2004,AR,68,29703,0.002289331
20,2016,AZ,15,6557,0.002287632
6,2016,CT,89,38905,0.002287624
3,2013,AZ,16,7017,0.002280177
52,2007,CT,80,35110,0.002278553
41,2007,CO,168,73811,0.002276084
18,1991,AL,9,3962,0.00227158
31,1991,AL,9,3962,0.00227158
30,2006,AR,83,36576,0.002269248
10,2010,AR,124,54934,0.002257254
20,2003,CT,63,27941,0.002254751
37,2015,MA,136,60395,0.002251842
7,2009,CO,175,77723,0.002251586
